26363 2452256.7500000  260.900 26.380 1012.130
26363 2452257.0000000  261.520 26.030 1009.690
26363 2452257.2500000  265.240 28.700 1010.600
26363 2452257.5000000  268.570 31.860 1009.390
26363 2452257.7500000  270.320 34.630 1008.390
26363 2452258.0000000  273.710 37.760 1004.810
26363 2452258.2500000  277.840 40.240 1003.420
26363 2452258.5000000  282.400 41.710 1004.320
26363 2452258.7500000  290.450 41.520 1005.390
26363 2452259.0000000  298.590 41.810 1002.640
26363 2452259.2500000  304.820 41.920 996.780
26363 2452259.5000000  310.100 41.900 992.340
26363 2452259.7500000  314.740 42.940 987.140
26363 2452260.0000000  317.840 44.520 983.980
26363 2452260.2500000  318.840 47.430 979.080
26363 2452260.5000000  317.600 50.070 977.260
26363 2452260.7500000  314.740 51.960 975.070
26363 2452261.0000000  310.960 53.090 975.270
26363 2452261.2500000  307.470 53.700 977.450
26363 2452261.5000000  305.530 53.570 982.570
26363 2452261.7500000  305.100 52.820 982.440
26363 2452262.0000000  303.530 53.320 984.270
26363 2452262.2500000  301.750 54.320 985.740
26363 2452262.5000000  299.460 55.680 988.070
26363 2452262.7500000  294.250 58.630 989.020
