23767 2452161.7500000  273.510 46.880 1010.180
23767 2452162.0000000  273.060 46.790 1012.270
23767 2452162.2500000  273.900 43.050 1010.400
23767 2452162.5000000  276.240 46.220 1006.950
23767 2452162.7500000  278.820 48.710 1002.250
23767 2452163.0000000  281.420 51.360 997.070
23767 2452163.2500000  283.150 53.490 992.860
23767 2452163.5000000  283.880 54.890 992.340
23767 2452163.7500000  285.280 55.530 991.940
23767 2452164.0000000  288.400 56.420 992.460
23767 2452164.2500000  292.070 57.610 991.890
