24266 2452167.2500000  267.730 64.690 1000.050
24266 2452167.5000000  272.060 63.230 999.550
24266 2452167.7500000  275.670 61.910 997.820
24266 2452168.0000000  278.860 60.250 998.630
24266 2452168.2500000  280.370 59.960 997.180
24266 2452168.5000000  281.830 59.080 998.250
24266 2452168.7500000  282.950 58.380 997.900
24266 2452169.0000000  283.880 57.890 999.780
24266 2452169.2500000  284.060 58.420 1001.940
24266 2452169.5000000  282.550 59.110 1002.940
24266 2452169.7500000  283.370 58.960 1002.450
24266 2452170.0000000  285.990 58.220 1001.000
