30096 2452240.0000000  337.820 65.140 971.540
30096 2452240.2500000  324.920 64.340 986.690
30096 2452240.5000000  326.090 64.700 990.830
30096 2452240.7500000  328.150 65.090 991.740
30096 2452241.0000000  328.990 65.170 992.920
30096 2452241.2500000  331.110 65.580 991.590
30096 2452241.5000000  329.400 65.560 988.030
30096 2452241.7500000  330.330 65.210 983.680
30096 2452242.0000000  328.400 65.610 982.660
30096 2452242.2500000  326.800 65.590 983.270
30096 2452242.5000000  324.860 65.410 981.170
30096 2452242.7500000  324.050 65.110 979.740
30096 2452243.0000000  324.460 64.380 981.050
30096 2452243.2500000  326.700 64.430 979.050
30096 2452243.5000000  331.190 64.940 974.920
30096 2452243.7500000  331.460 65.830 973.400
30096 2452244.0000000  330.150 65.620 973.080
30096 2452244.2500000  327.930 65.430 974.280
30096 2452244.5000000  329.490 65.450 975.930
30096 2452244.7500000  329.490 65.340 977.820
30096 2452245.0000000  326.860 64.790 979.470
30096 2452245.2500000  326.210 64.610 978.850
30096 2452245.5000000  325.810 63.930 978.910
30096 2452245.7500000  326.330 63.460 978.740
30096 2452246.0000000  329.650 63.120 980.220
30096 2452246.2500000  340.990 65.220 982.200
30096 2452246.5000000  344.290 68.440 980.420
30096 2452246.7500000  344.280 71.510 982.020
30096 2452247.0000000  343.180 73.440 983.340
30096 2452247.2500000  344.070 75.670 985.220
30096 2452247.5000000  344.250 77.650 987.980
30096 2452247.7500000  342.790 78.800 994.920
30096 2452248.0000000  347.240 82.150 1002.650
30096 2452248.2500000  343.730 83.880 1006.630
30096 2452248.5000000  341.980 84.720 1011.240
30096 2452248.7500000  333.930 85.280 1014.990
