20226 2452121.7500000  329.740 55.700 1016.760
20226 2452122.0000000  333.690 56.620 1017.340
20226 2452122.2500000  338.620 57.570 1015.410
20226 2452122.5000000  341.350 58.430 1014.030
20226 2452122.7500000  343.690 58.980 1012.490
20226 2452123.0000000  344.560 59.570 1011.780
20226 2452123.2500000  344.550 59.790 1009.710
20226 2452123.5000000  343.020 59.890 1006.940
20226 2452123.7500000  344.110 60.110 1003.670
20226 2452124.0000000  343.920 60.640 1001.630
20226 2452124.2500000  343.850 60.620 999.590
20226 2452124.5000000  344.600 60.670 999.340
20226 2452124.7500000  345.770 60.730 999.220
20226 2452125.0000000  346.550 60.940 998.580
20226 2452125.2500000  348.480 61.960 998.840
20226 2452125.5000000  348.800 62.370 999.740
20226 2452125.7500000  349.850 62.100 1001.870
20226 2452126.0000000  349.820 61.890 1002.850
20226 2452126.2500000  351.420 61.570 1004.580
20226 2452126.5000000  351.860 61.130 1006.160
20226 2452126.7500000  352.890 60.950 1006.150
20226 2452127.0000000  354.350 60.450 1007.430
20226 2452127.2500000  355.680 60.250 1007.970
20226 2452127.5000000  358.190 60.100 1007.810
