 6223 2451971.7500000  265.450 26.690 1003.620
 6223 2451972.0000000  266.660 28.430 1002.620
 6223 2451972.2500000  268.660 29.810 1002.710
 6223 2451972.5000000  270.010 32.110 1000.710
 6223 2451972.7500000  271.620 34.100 1000.150
 6223 2451973.0000000  274.070 35.900 1000.120
 6223 2451973.2500000  276.370 36.390 1002.040
 6223 2451973.5000000  278.700 36.270 1002.310
 6223 2451973.7500000  285.680 37.150 1000.420
 6223 2451974.0000000  287.040 38.050 997.560
 6223 2451974.2500000  288.810 38.570 991.700
 6223 2451974.5000000  290.440 39.550 986.930
 6223 2451974.7500000  291.270 40.240 983.090
 6223 2451975.0000000  296.720 40.360 980.140
 6223 2451975.2500000  298.080 41.210 978.810
 6223 2451975.5000000  298.000 41.370 980.800
