17216 2452123.7500000  359.940 22.140 1006.580
17216 2452124.2500000  359.370 21.160 1001.380
17216 2452124.7500000  359.690 21.900 1002.920
17216 2452125.0000000  359.210 22.110 1003.570
17216 2452125.2500000  357.110 21.590 1000.000
17216 2452125.5000000  356.060 21.700 1002.580
17216 2452125.7500000  354.830 22.090 1003.990
17216 2452126.0000000  353.640 22.370 1005.620
17216 2452126.2500000  352.170 22.130 1002.500
17216 2452126.5000000  350.370 22.320 1005.400
17216 2452126.7500000  349.260 22.800 1006.740
17216 2452127.0000000  347.580 23.140 1008.770
17216 2452127.2500000  346.220 22.850 1007.010
17216 2452127.5000000  345.180 23.550 1010.710
17216 2452127.7500000  345.010 24.350 1012.140
