 8644 2452006.7500000  260.830 42.100 986.160
 8644 2452007.0000000  263.470 44.390 981.850
 8644 2452007.2500000  266.020 46.030 985.370
 8644 2452007.5000000  269.430 47.290 990.010
 8644 2452007.7500000  273.040 48.440 993.690
 8644 2452008.0000000  277.440 49.430 996.350
 8644 2452008.2500000  280.980 50.300 998.020
 8644 2452008.5000000  283.840 50.810 1001.420
 8644 2452008.7500000  286.540 50.590 1004.710
 8644 2452009.0000000  288.930 49.100 1007.620
 8644 2452009.2500000  294.640 42.690 1006.720
 8644 2452009.5000000  297.630 41.830 1005.520
 8644 2452009.7500000  300.330 41.300 1003.130
 8644 2452010.0000000  303.470 40.950 1003.450
 8644 2452010.2500000  306.270 41.070 1001.820
 8644 2452010.5000000  309.330 41.760 1001.540
 8644 2452010.7500000  313.480 43.270 999.080
 8644 2452011.0000000  317.260 46.830 998.060
 8644 2452011.2500000  318.820 50.460 995.080
 8644 2452011.5000000  318.670 53.030 994.470
 8644 2452011.7500000  320.110 55.430 992.560
 8644 2452012.0000000  320.380 57.170 993.630
 8644 2452012.2500000  321.750 58.880 994.090
 8644 2452012.5000000  323.600 60.950 995.110
 8644 2452012.7500000  325.600 62.340 994.300
 8644 2452013.0000000  329.200 63.780 996.220
 8644 2452013.2500000  334.360 64.580 999.340
 8644 2452013.5000000  344.780 65.500 1000.890
 8644 2452013.7500000  350.960 65.470 1000.100
 8644 2452014.0000000  356.450 65.440 999.280
 8644 2452014.2500000  360.000 66.100 998.060
