24809 2452232.2500000  299.180 75.020 987.280
24809 2452232.5000000  305.040 74.960 972.490
24809 2452232.7500000  298.840 75.930 975.070
24809 2452233.0000000  297.450 75.440 981.710
24809 2452233.2500000  296.220 75.800 985.940
24809 2452233.5000000  294.590 75.900 989.410
24809 2452233.7500000  293.420 76.010 991.060
24809 2452234.0000000  292.010 76.060 993.880
24809 2452234.2500000  291.650 76.040 996.270
24809 2452234.5000000  293.110 75.740 997.990
24809 2452234.7500000  293.180 76.320 999.520
24809 2452235.0000000  291.290 76.290 1001.920
