 2485 2451916.0000000  289.220 58.380 1003.960
 2485 2451916.2500000  294.990 60.760 1003.450
 2485 2451916.5000000  301.950 64.950 1001.820
 2485 2451916.7500000  301.610 68.700 999.590
 2485 2451917.0000000  298.470 71.250 997.220
 2485 2451917.2500000  294.280 73.060 995.040
 2485 2451917.5000000  290.390 74.130 993.800
 2485 2451917.7500000  285.930 74.680 994.970
 2485 2451918.0000000  282.040 74.370 1000.320
 2485 2451918.2500000  277.600 73.920 1006.920
 2485 2451918.5000000  274.670 73.850 1012.750
 2485 2451918.7500000  268.850 72.180 1017.610
