11074 2452013.2500000  293.940 43.550 1005.520
11074 2452013.5000000  297.740 42.000 1001.820
11074 2452013.7500000  300.090 42.690 995.990
11074 2452014.0000000  301.690 43.220 991.940
11074 2452014.2500000  301.080 44.420 989.410
11074 2452014.5000000  300.870 44.270 990.040
11074 2452014.7500000  300.800 43.970 989.720
11074 2452015.0000000  302.420 42.890 990.150
11074 2452015.2500000  304.050 42.800 989.060
11074 2452015.5000000  305.510 43.290 990.660
11074 2452015.7500000  306.760 44.540 990.240
11074 2452016.0000000  306.730 45.930 993.040
