 8316 2452001.0000000  338.720 61.620 992.890
 8316 2452001.2500000  337.140 61.620 996.240
 8316 2452001.5000000  336.990 61.530 997.890
 8316 2452001.7500000  336.500 61.400 997.740
 8316 2452002.0000000  336.430 61.000 997.390
 8316 2452002.2500000  336.850 60.570 996.820
 8316 2452002.5000000  336.900 60.250 996.290
 8316 2452002.7500000  333.120 60.380 996.950
 8316 2452003.0000000  333.150 59.860 998.110
 8316 2452003.2500000  334.790 59.250 998.760
 8316 2452003.5000000  327.130 58.930 1003.830
 8316 2452003.7500000  323.580 58.630 1001.960
 8316 2452004.0000000  321.080 58.370 999.660
 8316 2452004.2500000  319.710 58.240 997.480
 8316 2452004.5000000  319.530 57.810 997.240
 8316 2452004.7500000  320.080 57.500 995.870
 8316 2452005.0000000  321.840 57.070 995.650
 8316 2452005.2500000  323.070 56.970 995.010
 8316 2452005.5000000  322.240 56.610 999.350
 8316 2452005.7500000  321.690 56.320 1005.970
