 2734 2451921.5000000  260.050 60.270 1010.420
 2734 2451921.7500000  265.200 59.290 1010.860
 2734 2451922.0000000  269.520 58.940 1012.230
 2734 2451922.2500000  272.950 58.330 1012.630
 2734 2451922.5000000  276.130 57.670 1012.750
 2734 2451922.7500000  278.650 57.200 1010.590
 2734 2451923.0000000  281.860 56.810 1008.760
 2734 2451923.2500000  286.610 56.060 1006.810
 2734 2451923.5000000  292.260 55.190 1007.150
 2734 2451923.7500000  297.220 54.350 1007.040
 2734 2451924.0000000  302.540 53.370 1006.700
 2734 2451924.2500000  306.710 54.870 1003.560
 2734 2451924.5000000  309.460 55.380 1001.780
 2734 2451924.7500000  311.890 56.470 998.530
 2734 2451925.0000000  314.790 57.520 997.600
 2734 2451925.2500000  317.660 58.390 995.810
