 1928 2451907.2500000  295.500 37.800 1000.920
 1928 2451907.5000000  301.220 38.700 994.970
 1928 2451907.7500000  307.800 40.480 987.510
 1928 2451908.0000000  314.320 44.250 980.300
 1928 2451908.2500000  317.660 47.830 966.640
 1928 2451908.5000000  317.990 49.760 959.140
 1928 2451908.7500000  318.860 50.370 959.930
 1928 2451909.0000000  319.840 51.030 960.210
 1928 2451909.2500000  319.730 50.640 958.130
 1928 2451909.5000000  321.910 49.270 960.260
 1928 2451909.7500000  326.360 48.400 962.300
 1928 2451910.0000000  330.860 48.060 964.250
 1928 2451910.2500000  336.270 48.510 964.850
 1928 2451910.5000000  340.460 49.290 963.560
