 3316 2451919.2500000  333.590 45.080 995.730
 3316 2451919.5000000  336.940 44.070 997.260
 3316 2451919.7500000  338.820 43.390 997.130
 3316 2451920.0000000  343.360 43.150 998.010
 3316 2451920.2500000  344.880 43.070 999.110
 3316 2451920.5000000  349.400 44.240 1002.510
 3316 2451920.7500000  348.740 43.930 1000.140
 3316 2451921.0000000  348.850 43.000 1001.260
 3316 2451921.2500000  349.310 41.400 1001.290
 3316 2451921.5000000  350.020 40.430 1003.520
 3316 2451921.7500000  351.620 38.760 1004.670
 3316 2451922.0000000  353.560 37.520 1007.120
 3316 2451922.2500000  357.030 37.050 1008.420
