 3553 2451933.2500000  307.430 72.990 997.940
 3553 2451933.5000000  312.230 71.030 989.940
 3553 2451933.7500000  310.860 72.210 989.960
 3553 2451934.0000000  310.510 72.490 989.960
 3553 2451934.2500000  311.090 72.400 989.460
 3553 2451934.5000000  309.680 73.980 990.140
 3553 2451934.7500000  305.570 77.270 990.270
 3553 2451935.0000000  319.510 80.390 995.180
 3553 2451935.2500000  325.330 79.700 996.720
 3553 2451935.5000000  322.780 79.270 999.910
 3553 2451935.7500000  307.220 75.540 997.860
 3553 2451936.0000000  303.670 76.190 998.060
 3553 2451936.2500000  302.140 76.190 999.290
 3553 2451936.5000000  302.040 75.350 998.650
 3553 2451936.7500000  305.190 73.020 998.320
 3553 2451937.0000000  305.430 70.650 998.210
 3553 2451937.2500000  299.440 65.630 991.800
