 3554 2451933.2500000  291.770 7.170 1011.690
 3554 2451933.5000000  290.760 6.660 1010.130
 3554 2451933.7500000  290.770 6.160 1011.830
 3554 2451934.0000000  290.810 5.720 1013.570
 3554 2451934.2500000  292.020 7.110 1011.780
 3554 2451934.5000000  291.450 7.130 1011.150
 3554 2451934.7500000  290.850 6.280 1012.340
 3554 2451935.0000000  290.600 5.140 1013.220
 3554 2451935.2500000  291.540 6.610 1011.190
 3554 2451935.5000000  291.120 6.780 1009.900
 3554 2451935.7500000  290.680 6.080 1011.400
