14854 2452090.5000000  272.180 49.450 1007.370
14854 2452090.7500000  272.690 48.920 1008.450
14854 2452091.0000000  272.340 49.440 1008.260
14854 2452091.2500000  273.750 49.650 1007.850
14854 2452091.5000000  278.930 48.800 1005.870
14854 2452091.7500000  282.550 48.900 1003.420
14854 2452092.0000000  283.790 49.220 1000.310
14854 2452092.2500000  286.600 49.600 996.940
14854 2452092.5000000  288.800 49.930 994.630
14854 2452092.7500000  291.320 49.760 992.830
14854 2452093.0000000  295.730 50.620 990.780
14854 2452093.2500000  298.630 53.090 990.220
14854 2452093.5000000  301.280 55.490 989.400
14854 2452093.7500000  301.010 57.770 985.220
14854 2452094.0000000  300.810 58.660 982.860
14854 2452094.2500000  301.240 59.340 983.410
14854 2452094.5000000  302.630 59.890 986.340
14854 2452094.7500000  303.850 60.480 989.170
14854 2452095.0000000  304.320 61.070 993.100
14854 2452095.2500000  304.950 61.220 997.740
14854 2452095.5000000  305.870 61.230 1001.700
14854 2452095.7500000  307.470 61.020 1004.240
14854 2452096.0000000  309.300 61.030 1006.110
14854 2452096.2500000  319.360 64.090 1005.300
14854 2452096.5000000  318.380 61.820 1004.630
14854 2452096.7500000  320.110 61.440 1003.460
14854 2452097.0000000  322.880 61.580 1004.180
14854 2452097.2500000  326.020 61.920 1003.720
14854 2452097.5000000  329.030 62.780 1003.570
14854 2452097.7500000  328.990 63.190 1002.630
14854 2452098.0000000  328.400 62.990 1003.290
14854 2452098.2500000  328.410 62.660 1003.710
14854 2452098.5000000  328.860 62.280 1004.920
14854 2452098.7500000  329.420 61.940 1004.680
14854 2452099.0000000  329.300 61.500 1004.540
14854 2452099.2500000  329.260 60.650 1003.270
14854 2452099.5000000  331.230 59.360 1002.200
14854 2452099.7500000  328.400 54.040 1005.240
