 6693 2451978.2500000  292.310 7.270 1010.080
 6693 2451978.5000000  291.700 7.430 1008.490
 6693 2451978.7500000  291.330 7.120 1011.090
 6693 2451979.0000000  290.450 5.290 1011.900
 6693 2451979.2500000  291.790 6.750 1010.080
 6693 2451979.5000000  291.320 6.840 1008.050
 6693 2451979.7500000  290.940 6.400 1010.310
 6693 2451980.0000000  290.390 4.980 1012.470
 6693 2451980.2500000  287.650 9.910 1011.340
 6693 2451980.5000000  287.770 9.540 1010.600
 6693 2451980.7500000  284.270 9.900 1011.650
